Bölge Adı;Şehir;İlçe;Mağaza_2;Mağaza;Ürün Ana Grubu;Ürün Kategori;Ürün Marka;Ürün Adı;Kampanya;Satış Tipi;Tarih;Tarihnum;Yıl;Ay;Yıl_Ay;AyNum;Gun;Hafta;Haftanıngunu;Ciro;Kâr;Kâr %;Sepet Ortalaması;Kampanya Sayısı;Kampanya Tutarı;İade Tutar;Yeni Müşteri %;Yeni Müşteri Sayı;İndirim Oranı;Miktar;Maliyet;Hedef;MemberID;Magaza_ID
Marmara 1. Bölge;İstanbul;Sarıyer;Mağaza 173;İstanbul Avrupa 27;Beyaz Eşya;Çamaşir Makinesi;Marka 17; DERİN DONDURUCU SİYAH;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;64.35;34.25;1.1375;64.35;0;0.0;0.0;1;1;;0;30.11;90.74;595010;M149
Ege 1. Bölge;Aydın;Nazilli;Mağaza 61;Aydın 5;Kişisel Bakim;Saç Sakal Kesme Makinalari;Marka 307; STR-4912 KULAK VE BURUN KIL TEMİZLEME CİHAZI;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;37.37;-39.36;-0.5129;37.37;0;0.0;0.0;0;0;;0;76.73;48.33;766659;M62
Marmara 1. Bölge;İstanbul;Şişli;Mağaza 188;İstanbul Avrupa 36;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 245; RP-HJE120E1D TURUNCU KULAKICI KULAKLIK;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;106.48;46.44;0.7735;106.48;0;0.0;0.0;0;0;;0;60.04;184.5;606815;M164
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 168; PS2/PS3/PC USB KABLOLU ANALOG GAME PAD (KT-2083) DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;12.8;1.2363;23.15;1;450.0;0.0;0;0;0.6377;18;10.35;39.37;605734;M76
Akdeniz 2. Bölge;Mersin;Mersin Yenişehir;Mağaza 236;Mersin 1;Bilgisayar;Notebook & Netbook Çantasi;Marka 327;" BEU3060P 15,4"" NOTEBOOK SIRT ÇANTASI"" +USB MOUSE";Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;40.74;20.36;0.9995;40.74;1;1100.0;0.0;0;0;0.7672;25;20.38;38.09;611750;M242
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 32;Ankara 12;Spor;Egzersiz Aleti;Marka 371; PLATES TOPU;Mutluluğu Teğet Geçme!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;91.67;29.46;0.4737;91.67;1;2376.0;0.0;1;1;0.1681;24;62.2;115.13;705989;M33
Marmara 1. Bölge;İstanbul;Şişli;Mağaza 188;İstanbul Avrupa 36;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 245; RP-HJE120E1D TURUNCU KULAKICI KULAKLIK;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;106.48;46.44;0.7735;106.48;0;0.0;0.0;0;0;;0;60.04;117.22;606815;M164
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW027 PC TİTREŞİMLİ SOCCER DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;23.05;1.7651;36.11;1;195.0;0.0;0;0;0.6061;5;13.06;27.49;605734;M76
Ege 1. Bölge;Aydın;Nazilli;Mağaza 61;Aydın 5;Kişisel Bakim;Saç Sakal Kesme Makinalari;Marka 307; STR-4912 KULAK VE BURUN KIL TEMİZLEME CİHAZI;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;37.37;-39.36;-0.5129;37.37;0;0.0;0.0;0;0;;0;76.73;41.66;766659;M62
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW027 PC TİTREŞİMLİ SOCCER DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;23.05;1.7651;36.11;1;195.0;0.0;0;0;0.6061;5;13.06;32.24;605734;M76
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 168; PS2/PS3/PC USB KABLOLU ANALOG GAME PAD (KT-2083) DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;12.8;1.2363;23.15;1;450.0;0.0;0;0;0.6377;18;10.35;26.19;605734;M76
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW018 PS2 TİTREŞİMLİ DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;11.92;1.0615;23.15;1;150.0;0.0;0;0;0.6377;6;11.23;39.46;605734;M76
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW027 PC TİTREŞİMLİ SOCCER DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;23.05;1.7651;36.11;1;195.0;0.0;0;0;0.6061;5;13.06;26.41;605734;M76
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW018 PS2 TİTREŞİMLİ DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;11.92;1.0615;23.15;1;150.0;0.0;0;0;0.6377;6;11.23;30.65;605734;M76
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Beyaz Eşya;Bulaşik Makinesi;Marka 287; DW-FN320T 6 PROGRAMLI BULAŞIK MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;43.52;3.0;0.074;43.52;1;94.0;0.0;0;0;0.7061;2;40.52;47.24;784143;M17
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 317; MOTION CONTOLLER Z CON KONSOL AKSESUAR;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;13.89;5.51;0.6582;13.89;1;1125.0;0.0;0;0;0.6154;75;8.38;21.67;605734;M76
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Beyaz Eşya;Çamaşir Makinesi;Marka 139; VT 912 D 9 KG 1200 DEVİR ÇMŞR MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;22.7;1.6917;36.11;1;468.0;0.0;0;0;0.7903;12;13.42;;655100;M168
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 32;Ankara 12;Spor;Egzersiz Aleti;Marka 371; YOGA MİNDERİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;91.67;29.46;0.4737;91.67;1;2376.0;0.0;1;1;0.1681;24;62.2;64.78;705989;M33
İç Anadolu 2. Bölge;Kayseri;Melikgazi;Mağaza 212;Kayseri 4;Telekom;Aksesuar;Marka 287; EF-FI950BPEGWW GALAXY S4 PEMBE FLIP COVER;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;137.96;-107.85;-0.4388;137.96;0;0.0;0.0;0;0;;0;245.81;195.91;611442;M218
İç Anadolu 2. Bölge;Kayseri;Melikgazi;Mağaza 212;Kayseri 4;Telekom;Aksesuar;Marka 287; EF-FI950BPEGWW GALAXY S4 PEMBE FLIP COVER;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;137.96;-107.85;-0.4388;137.96;0;0.0;0.0;0;0;;0;245.81;202.38;611442;M218
Marmara 1. Bölge;İstanbul;Şişli;Mağaza 188;İstanbul Avrupa 36;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 245; RP-HJE120E1D TURUNCU KULAKICI KULAKLIK;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;106.48;46.44;0.7735;106.48;0;0.0;0.0;0;0;;0;60.04;116.17;606815;M164
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 32;Ankara 12;Spor;Egzersiz Aleti;Marka 371; YOGA MİNDERİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;91.67;29.46;0.4737;91.67;1;2376.0;0.0;1;1;0.1681;24;62.2;161.08;705989;M33
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 317; MOTION CONTOLLER Z CON KONSOL AKSESUAR;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;13.89;5.51;0.6582;13.89;1;1125.0;0.0;0;0;0.6154;75;8.38;13.49;605734;M76
Ege 1. Bölge;Aydın;Nazilli;Mağaza 61;Aydın 5;Kişisel Bakim;Saç Sakal Kesme Makinalari;Marka 307; STR-4912 KULAK VE BURUN KIL TEMİZLEME CİHAZI;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;37.37;-39.36;-0.5129;37.37;0;0.0;0.0;0;0;;0;76.73;28.52;766659;M62
Akdeniz 2. Bölge;Mersin;Mersin Yenişehir;Mağaza 236;Mersin 1;Bilgisayar;Notebook & Netbook Çantasi;Marka 327;" BEU3060P 15,4"" NOTEBOOK SIRT ÇANTASI"" +USB MOUSE";Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;40.74;20.36;0.9995;40.74;1;1100.0;0.0;0;0;0.7672;25;20.38;48.02;611750;M242
Ege 1. Bölge;Aydın;Nazilli;Mağaza 61;Aydın 5;Kişisel Bakim;Saç Sakal Kesme Makinalari;Marka 307; STR-4912 KULAK VE BURUN KIL TEMİZLEME CİHAZI;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;37.37;-39.36;-0.5129;37.37;0;0.0;0.0;0;0;;0;76.73;34.89;766659;M62
Karadeniz 1. Bölge;Zonguldak;Zonguldak Merkez;Mağaza 289;Zonguldak 1;Bilgisayar;Wireless Adaptörler Ve Bluetooth;Marka 179; WUSB54GC 54MBPS KABLOSUZ USB ADAPTÖR;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;63.89;25.85;0.6797;63.89;1;621.0;0.0;0;0;0.6145;9;38.04;48.32;596895;M295
Marmara 1. Bölge;İstanbul;Şişli;Mağaza 188;İstanbul Avrupa 36;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 245; RP-HJE120E1D TURUNCU KULAKICI KULAKLIK;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;106.48;46.44;0.7735;106.48;0;0.0;0.0;0;0;;0;60.04;118.41;606815;M164
Akdeniz 2. Bölge;Mersin;Mersin Yenişehir;Mağaza 236;Mersin 1;Bilgisayar;Notebook & Netbook Çantasi;Marka 327;" BEU3060P 15,4"" NOTEBOOK SIRT ÇANTASI"" +USB MOUSE";Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;40.74;20.36;0.9995;40.74;1;1100.0;0.0;0;0;0.7672;25;20.38;41.88;611750;M242
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Beyaz Eşya;Bulaşik Makinesi;Marka 17; AL 432 E 3 PRG BULAŞIK MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;43.52;-36.92;-0.459;43.52;1;188.0;0.0;0;0;0.7061;4;80.44;59.99;784143;M17
İç Anadolu 1. Bölge;Ankara;Yenimahalle;Mağaza 32;Ankara 12;Spor;Egzersiz Aleti;Marka 371; PLATES TOPU;Mutluluğu Teğet Geçme!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;91.67;29.46;0.4737;91.67;1;2376.0;0.0;1;1;0.1681;24;62.2;57.89;705989;M33
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW018 PS2 TİTREŞİMLİ DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;11.92;1.0615;23.15;1;150.0;0.0;0;0;0.6377;6;11.23;31.54;605734;M76
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 168; PS2/PS3/PC USB KABLOLU ANALOG GAME PAD (KT-2083) DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;23.15;12.8;1.2363;23.15;1;450.0;0.0;0;0;0.6377;18;10.35;24.17;605734;M76
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Beyaz Eşya;Bulaşik Makinesi;Marka 17; AL 432 E 3 PRG BULAŞIK MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;43.52;-36.92;-0.459;43.52;1;188.0;0.0;0;0;0.7061;4;80.44;49.24;784143;M17
İç Anadolu 2. Bölge;Kayseri;Melikgazi;Mağaza 212;Kayseri 4;Telekom;Aksesuar;Marka 287; EF-FI950BPEGWW GALAXY S4 PEMBE FLIP COVER;;Mağaza;2025-05-26;45803;2025;5;2025-05;5;26;22;0;137.96;-107.85;-0.4388;137.96;0;0.0;0.0;0;0;;0;245.81;84.0;611442;M218
Doğu Anadolu 2. Bölge;Bitlis;Tatvan;Mağaza 73;Bitlis;Oyun & Hobi;Direksiyon;Marka 259; PW027 PC TİTREŞİMLİ SOCCER DOUBLE SHOCK GAME PAD DUAL SHOCK;Tarzına ve Ruhuna Göre;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;23.05;1.7651;36.11;1;195.0;0.0;0;0;0.6061;5;13.06;55.46;605734;M76
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Beyaz Eşya;Bulaşik Makinesi;Marka 287; DW-FN320T 6 PROGRAMLI BULAŞIK MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;43.52;3.0;0.074;43.52;1;94.0;0.0;0;0;0.7061;2;40.52;39.98;784143;M17
Marmara 1. Bölge;Tekirdağ;Tekirdağ Merkez;Mağaza 274;Tekirdağ 3;Beyaz Eşya;Çamaşir Makinesi;Marka 139; VT 912 D 9 KG 1200 DEVİR ÇMŞR MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2025-05-26;45803;2025;5;2025-05;5;26;22;0;36.11;22.7;1.6917;36.11;1;468.0;0.0;0;0;0.7903;12;13.42;35.13;655100;M280
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3433SWT GAMEPAD KİT WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;18.43;10.81;1.4201;18.43;1;1990.0;0.0;0;0;0.6012;100;7.61;31.88;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3445SWT DİREKSİYON WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;5.37;0.6374;13.8;1;372.5;0.0;0;0;0.5731;25;8.43;11.78;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL4484SBK DARKFIRE YARIŞ DİREKSİYONU AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;23.06;10.52;0.8386;23.06;1;373.5;0.0;0;0;0.3759;15;12.54;27.69;656177;M254
Marmara 1. Bölge;İstanbul;Ataşehir;Mağaza 147;İstanbul Anadolu 1;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 317; CYBERSHOT W510 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;50.0;0.0;;;1;0.0;50.0;1;1;0.7081;0;50.0;0.0;747631;M123
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 252; ENZO (PS3/ PS2/ PC) TİTREŞİMLİ DİREKSİYON KONSOL AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;9.4;2.1349;13.8;1;1490.0;0.0;0;0;0.5731;100;4.4;14.84;656177;M254
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 229; WII REMOTE PLUS BLACK WRIG KONSOL AKSESUAR;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;32.84;1.4511;55.46;1;1797.0;0.0;0;0;0.5691;30;22.63;91.0;632793;M126
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 229; WII REMOTE PLUS BLACK WRIG KONSOL AKSESUAR;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;32.84;1.4511;55.46;1;1797.0;0.0;0;0;0.5691;30;22.63;84.76;632793;M126
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 317; PS3 BEYAZ DUAL SHOCK;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;27.28;0.9681;55.46;1;898.5;0.0;0;0;0.5691;15;28.18;90.91;632793;M126
Marmara 1. Bölge;İstanbul;Ataşehir;Mağaza 147;İstanbul Anadolu 1;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 317; CYBERSHOT W510 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;50.0;0.0;;;1;0.0;50.0;1;1;0.7081;0;50.0;0.0;747631;M123
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 317; PS3 BEYAZ DUAL SHOCK;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;27.28;0.9681;55.46;1;898.5;0.0;0;0;0.5691;15;28.18;92.96;632793;M126
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL4484SBK DARKFIRE YARIŞ DİREKSİYONU AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;23.06;10.52;0.8386;23.06;1;373.5;0.0;0;0;0.3759;15;12.54;17.41;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL4484SBK DARKFIRE YARIŞ DİREKSİYONU AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;23.06;10.52;0.8386;23.06;1;373.5;0.0;0;0;0.3759;15;12.54;34.52;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3433SWT GAMEPAD KİT WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;18.43;10.81;1.4201;18.43;1;1990.0;0.0;0;0;0.6012;100;7.61;20.78;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3445SWT DİREKSİYON WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;5.37;0.6374;13.8;1;372.5;0.0;0;0;0.5731;25;8.43;24.21;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 252; ENZO (PS3/ PS2/ PC) TİTREŞİMLİ DİREKSİYON KONSOL AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;9.4;2.1349;13.8;1;1490.0;0.0;0;0;0.5731;100;4.4;11.16;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 252; ENZO (PS3/ PS2/ PC) TİTREŞİMLİ DİREKSİYON KONSOL AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;9.4;2.1349;13.8;1;1490.0;0.0;0;0;0.5731;100;4.4;16.62;656177;M254
Marmara 1. Bölge;İstanbul;Ataşehir;Mağaza 147;İstanbul Anadolu 1;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 317; CYBERSHOT W510 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;50.0;0.0;;;1;0.0;50.0;1;1;0.7081;0;50.0;0.0;747631;M123
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL4484SBK DARKFIRE YARIŞ DİREKSİYONU AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;23.06;10.52;0.8386;23.06;1;373.5;0.0;0;0;0.3759;15;12.54;41.57;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3433SWT GAMEPAD KİT WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;18.43;10.81;1.4201;18.43;1;1990.0;0.0;0;0;0.6012;100;7.61;13.07;656177;M254
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 42;Ankara 22;Kişisel Bakim;Traş Makinesi;Marka 276; F 7790 TİTANYUM TEFLON TRAŞ MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;24.91;0.0;;;1;0.0;24.91;1;1;0.7756;0;24.91;0.0;766084;M43
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3445SWT DİREKSİYON WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;5.37;0.6374;13.8;1;372.5;0.0;0;0;0.5731;25;8.43;19.32;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 252; ENZO (PS3/ PS2/ PC) TİTREŞİMLİ DİREKSİYON KONSOL AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;9.4;2.1349;13.8;1;1490.0;0.0;0;0;0.5731;100;4.4;14.61;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3445SWT DİREKSİYON WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;13.8;5.37;0.6374;13.8;1;372.5;0.0;0;0;0.5731;25;8.43;12.28;656177;M254
Doğu Anadolu 2. Bölge;Muş;Muş Merkez;Mağaza 248;Muş;Oyun & Hobi;Direksiyon;Marka 319; SL3433SWT GAMEPAD KİT WII AKSESUAR;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;18.43;10.81;1.4201;18.43;1;1990.0;0.0;0;0;0.6012;100;7.61;26.06;656177;M254
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 229; WII REMOTE PLUS BLACK WRIG KONSOL AKSESUAR;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;32.84;1.4511;55.46;1;1797.0;0.0;0;0;0.5691;30;22.63;63.09;632793;M126
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 42;Ankara 22;Kişisel Bakim;Traş Makinesi;Marka 276; F 7790 TİTANYUM TEFLON TRAŞ MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;24.91;0.0;;;1;0.0;24.91;1;1;0.7756;0;24.91;0.0;766084;M43
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 317; PS3 BEYAZ DUAL SHOCK;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;27.28;0.9681;55.46;1;898.5;0.0;0;0;0.5691;15;28.18;42.45;632793;M126
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 42;Ankara 22;Kişisel Bakim;Traş Makinesi;Marka 276; F 7790 TİTANYUM TEFLON TRAŞ MAKİNESİ;İddialıyız!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;24.91;0.0;;;1;0.0;24.91;1;1;0.7756;0;24.91;0.0;766084;M43
Marmara 1. Bölge;İstanbul;Esenyurt;Mağaza 150;İstanbul Avrupa 6;Oyun & Hobi;Direksiyon;Marka 317; PS3 BEYAZ DUAL SHOCK;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;55.46;27.28;0.9681;55.46;1;898.5;0.0;0;0;0.5691;15;28.18;88.89;632793;M126
Marmara 1. Bölge;İstanbul;Ataşehir;Mağaza 147;İstanbul Anadolu 1;Fotoğraf & Video Kamera;Dijital Fotoğraf Makinesi;Marka 317; CYBERSHOT W510 SİYAH DİJİTAL FOTOĞRAF MAKİNESİ;Zamanın Gerisinde Kalma!;Mobil Uygulama;2025-05-27;45804;2025;5;2025-05;5;27;22;1;50.0;0.0;;;1;0.0;50.0;1;1;0.7081;0;50.0;0.0;747631;M123
